district	type	rt1	rt2	rt3	rt4	rt5	rt6	rt7	price	population	height	attraction	building	busstop	community	mall	primaryschool	restaurant	secondaryschool	university	deltausers
朝阳区	纯住宅	1	1	1	1	1	0	0	45820.0	1512.0	18.0	0	3	1	65	0	0	6	0	0	-28
丰台区	写字楼	1	1	1	0	0	0	0	NULL	3520.0	27.0	0	3	0	3	0	0	2	0	0	-54
朝阳区	纯住宅	1	1	1	0	0	0	0	31500.0	630.0	12.0	3	2	0	9	0	0	6	1	0	-89
东城区	纯住宅	1	1	1	0	1	0	0	36600.0	560.0	20.0	12	24	2	11	7	0	144	0	0	-156
东城区	纯住宅	0	1	1	0	1	0	0	36000.0	2688.0	15.0	3	0	3	22	0	0	39	0	0	-10
朝阳区	纯住宅	1	1	1	1	1	0	0	42100.0	651.0	20.0	0	2	3	34	0	0	17	1	1	-54
丰台区	写字楼	1	1	1	0	0	0	0	38000.0	7040.0	5.0	0	0	1	0	0	1	2	0	0	-36
西城区	纯住宅	1	1	1	0	0	0	1	38600.0	3500.0	19.0	0	0	3	0	0	0	6	0	0	-47
海淀区	写字楼	1	1	1	1	1	0	0	NULL	3273.6	6.0	0	2	2	12	0	0	37	0	0	-71
西城区	纯住宅	1	1	1	0	0	0	0	39000.0	1750.0	13.5	0	0	1	11	0	0	5	0	0	-54
通州区	纯住宅	1	1	1	1	1	0	0	22500.0	2800.0	24.0	1	0	5	44	0	2	29	0	0	-24
海淀区	纯住宅	1	1	1	1	1	0	0	35000.0	4200.0	9.0	1	8	2	5	0	0	23	0	0	-1
朝阳区	纯住宅	1	1	0	0	0	0	0	45000.0	630.0	18.0	9	0	2	88	0	1	12	0	0	-52
丰台区	纯住宅	1	1	1	1	0	0	0	36000.0	420.0	18.0	1	8	2	37	0	0	22	0	0	-44
朝阳区	商住两用	1	1	1	0	0	0	0	40000.0	2640.0	21.0	2	1	2	42	1	1	30	3	0	-154
朝阳区	纯住宅	1	1	1	0	0	0	0	39900.0	1890.0	13.5	0	0	0	0	0	0	0	0	0	-51
朝阳区	纯住宅	1	1	1	0	0	0	0	39900.0	3150.0	24.0	0	0	0	0	0	0	0	0	0	-51
朝阳区	纯住宅	1	1	1	0	0	0	0	39900.0	1050.0	22.0	0	0	0	0	0	0	0	0	0	-51
海淀区	纯住宅	1	1	1	1	0	0	0	54167.0	385.0	14.0	1	3	2	17	0	1	24	1	3	-53
海淀区	写字楼	1	1	0	0	0	1	1	38093.0	3520.0	6.0	1	0	2	52	0	1	10	0	0	-52
朝阳区	酒店式公寓	1	1	1	0	0	0	0	62000.0	8131.2	30.0	1	6	6	15	0	0	61	0	0	-71
海淀区	写字楼	1	1	1	1	1	1	1	NULL	7040.0	7.0	1	2	3	35	0	0	7	0	0	-31
海淀区	纯住宅	1	1	1	0	0	0	0	32941.0	4490.64	17.0	0	0	0	0	0	0	5	0	0	-40
通州区	纯住宅	1	0	0	0	0	0	0	31000.0	923.65	18.0	0	0	1	42	0	2	16	0	0	-37
丰台区	商住两用	1	1	1	1	0	0	0	45180.0	2481.6	10.5	0	0	2	0	0	0	5	0	0	-47
朝阳区	纯住宅	1	1	1	1	1	0	0	37000.0	2380.0	12.0	2	0	0	11	0	0	0	0	0	-124
海淀区	纯住宅	1	0	0	0	0	1	0	50000.0	1113.0	16.0	2	6	7	18	0	1	23	0	0	-186
朝阳区	纯住宅	1	0	0	0	0	1	0	41000.0	448.0	16.0	0	0	0	22	0	1	6	2	0	-80
朝阳区	纯住宅	1	0	0	0	0	1	0	39000.0	441.0	18.0	1	12	1	14	1	2	57	1	0	-76
朝阳区	纯住宅	1	0	0	0	0	1	0	40000.0	434.0	16.0	1	14	1	146	1	0	36	0	0	-95
朝阳区	纯住宅	1	0	0	0	0	1	0	35000.0	375.0	14.0	1	8	1	6	1	1	105	0	0	-70
西城区	纯住宅	1	0	0	0	0	0	1	53000.0	472.5	18.0	2	6	2	40	0	1	19	0	0	-62
西城区	纯住宅	1	0	0	0	0	0	1	53000.0	579.6	18.0	2	6	2	40	0	1	19	0	0	-62
西城区	写字楼	1	1	0	0	0	0	0	42000.0	5984.0	25.0	1	4	3	18	1	0	22	1	0	-117
朝阳区	纯住宅	1	1	1	0	0	0	0	32000.0	3920.0	25.0	0	0	2	2	0	0	10	0	0	-27
通州区	纯住宅	1	0	0	0	0	1	1	26916.0	3570.0	13.5	0	0	0	7	0	0	4	0	0	-25
海淀区	纯住宅	1	0	0	0	0	1	1	56000.0	1750.0	16.0	2	2	2	27	1	1	25	0	0	-115
东城区	纯住宅	1	1	1	1	1	1	1	62200.0	4986.63	19.0	4	3	3	31	0	2	33	0	0	-73
海淀区	写字楼	1	1	1	1	0	0	1	NULL	3520.0	5.0	0	2	1	11	0	0	28	0	0	-47
朝阳区	酒店式公寓	1	1	1	0	1	0	0	69500.0	5742.0	30.0	3	8	3	24	0	0	38	0	0	-55
丰台区	纯住宅	0	0	1	0	0	0	0	39740.0	980.0	24.0	1	13	2	35	2	0	51	1	1	-66
朝阳区	商住两用	1	1	1	1	0	0	1	38000.0	2640.0	33.0	1	9	1	8	0	1	70	1	0	-80
朝阳区	纯住宅	0	0	1	0	0	0	0	55000.0	980.0	24.0	0	7	4	20	0	0	6	0	0	-74
丰台区	纯住宅	0	0	1	0	0	0	0	39740.0	1820.0	24.0	0	3	0	66	0	1	24	1	0	-85
丰台区	纯住宅	0	0	1	0	0	0	0	39740.0	2660.0	24.0	1	5	1	40	0	1	40	0	0	-90
丰台区	纯住宅	0	0	1	0	0	0	0	39740.0	2730.0	24.0	1	6	1	25	0	0	76	2	0	-62
西城区	纯住宅	1	1	1	0	0	1	1	69000.0	1400.0	14.5	2	11	2	28	0	2	36	1	0	-147
西城区	纯住宅	1	1	1	0	0	1	1	69000.0	375.0	15.5	2	14	3	35	2	0	41	0	0	-78
丰台区	纯住宅	1	1	1	0	0	0	1	43000.0	476.0	17.0	0	1	1	11	0	1	37	1	0	-67
朝阳区	纯住宅	1	1	1	1	0	0	0	44000.0	1680.0	11.5	1	11	1	27	1	0	22	0	0	-74
丰台区	纯住宅	1	1	0	0	0	0	0	32150.0	700.0	24.0	0	0	5	31	0	1	39	0	0	-24
丰台区	纯住宅	1	1	0	0	0	0	1	31000.0	1141.0	21.0	1	3	2	35	0	0	18	1	0	-35
丰台区	纯住宅	1	1	1	0	0	0	0	33000.0	322.0	24.0	0	5	1	22	0	1	12	7	0	-113
丰台区	纯住宅	1	1	1	0	0	0	0	35000.0	840.0	24.0	0	0	1	26	0	2	6	4	0	-19
丰台区	纯住宅	1	1	1	0	0	0	0	35000.0	1680.0	24.0	0	0	3	19	0	0	11	2	0	-48
丰台区	纯住宅	1	1	1	1	1	0	1	37852.0	700.0	12.0	1	1	1	0	0	0	4	0	0	-9
丰台区	纯住宅	1	1	1	0	0	0	1	31100.0	441.0	18.0	0	3	3	17	0	1	13	0	0	-58
东城区	纯住宅	1	0	0	0	0	1	1	56000.0	490.0	17.0	59	17	5	17	0	1	27	0	0	-67
朝阳区	纯住宅	1	0	0	0	0	1	1	56000.0	700.0	25.0	1	1	2	3	0	0	9	0	0	-57
丰台区	写字楼	1	1	1	1	1	1	0	NULL	3449.6	26.0	2	5	0	28	0	0	18	0	0	-71
丰台区	酒店式公寓	1	1	1	1	1	0	0	29000.0	1320.0	8.0	1	0	2	19	0	1	3	0	0	-150
朝阳区	纯住宅	1	1	1	0	1	1	1	50000.0	5250.0	25.0	0	0	1	0	0	0	3	0	0	-101
朝阳区	纯住宅	1	1	1	0	1	1	1	50000.0	1750.0	20.0	0	0	1	0	0	0	3	0	0	-101
朝阳区	纯住宅	1	1	1	0	1	1	1	50000.0	3570.0	20.0	0	0	1	0	0	0	3	0	0	-101
朝阳区	纯住宅	1	1	1	0	1	1	1	50000.0	7000.0	21.5	0	0	1	0	0	0	3	0	0	-101
丰台区	写字楼	1	1	1	0	0	0	0	43000.0	3520.0	22.0	0	0	1	47	0	1	14	1	0	-73
朝阳区	写字楼	1	1	1	1	1	1	0	NULL	3520.0	21.0	0	0	2	3	0	0	1	0	0	-79
西城区	商住两用	1	1	1	1	1	0	0	74121.0	9240.0	7.0	2	14	2	8	1	0	36	0	1	-214
丰台区	纯住宅	1	1	1	0	0	0	0	43000.0	515.0	23.0	0	1	1	2	0	1	19	0	0	-40
朝阳区	写字楼	1	1	1	1	1	1	1	NULL	9504.0	15.5	0	7	2	104	0	1	20	0	0	-186
朝阳区	纯住宅	1	1	1	0	0	0	0	32000.0	4270.0	25.0	0	0	2	2	0	0	10	0	0	-27
海淀区	写字楼	1	1	1	1	0	0	1	52000.0	7040.0	20.0	1	6	2	14	0	0	10	0	0	-105
丰台区	商住两用	1	1	1	1	0	0	1	48000.0	13200.0	16.5	0	1	0	7	0	0	0	0	0	-56
丰台区	纯住宅	1	1	1	0	0	0	1	30000.0	1925.0	11.0	2	15	4	15	0	0	12	0	0	-72
朝阳区	写字楼	1	1	1	0	1	0	1	NULL	3414.4	14.0	0	0	2	24	0	0	0	0	0	-44
东城区	纯住宅	1	1	1	1	1	0	0	41000.0	1400.0	15.0	1	4	2	31	0	1	40	1	0	-121
石景山	写字楼	1	1	1	0	0	0	1	NULL	3520.0	18.0	0	6	0	2	0	0	14	0	0	-12
通州区	纯住宅	1	1	1	0	0	0	1	28000.0	3675.0	12.0	0	0	7	42	0	2	19	0	0	-45
通州区	纯住宅	1	1	1	0	0	0	1	28000.0	2870.0	12.0	0	0	7	42	0	2	19	0	0	-45
朝阳区	纯住宅	1	1	1	1	1	1	0	34500.0	5401.0	14.0	1	0	0	5	0	0	7	0	0	-47
朝阳区	商住两用	1	1	1	1	1	0	0	54000.0	2587.2	22.0	0	13	0	24	0	1	26	0	0	-30
朝阳区	纯住宅	1	1	1	1	1	0	0	50000.0	2148.3	22.0	1	0	2	26	1	0	35	0	0	-70
西城区	酒店式公寓	1	1	1	1	0	0	0	84000.0	10560.0	14.0	1	7	4	11	0	0	15	0	4	-75
丰台区	商住两用	1	1	1	1	0	0	1	44000.0	7920.0	9.0	2	1	1	11	0	0	3	0	0	-33
朝阳区	商住两用	1	1	1	1	1	0	0	46000.0	2613.6	18.0	0	2	1	23	0	0	16	0	0	-89
东城区	写字楼	1	1	1	1	0	0	1	41000.0	3168.0	8.0	3	4	3	26	0	1	37	1	0	-123
海淀区	写字楼	1	0	1	0	0	0	1	NULL	2816.0	16.0	2	2	1	6	1	0	18	1	0	-127
朝阳区	商住两用	1	1	0	1	0	0	1	39014.0	13200.0	22.0	2	9	2	178	0	0	59	0	0	-65
东城区	商住两用	1	1	1	1	1	0	1	75000.0	2640.0	19.0	3	1	1	15	0	0	32	0	0	-193
朝阳区	写字楼	1	1	0	1	1	0	1	58000.0	21120.0	21.0	8	10	2	39	0	0	22	0	0	-338
石景山	纯住宅	1	1	0	0	0	0	1	35000.0	550.0	24.0	0	0	0	0	0	0	0	0	0	-24
朝阳区	纯住宅	1	1	1	0	0	0	1	37997.0	560.0	18.0	1	10	1	43	0	1	58	1	0	-28
朝阳区	写字楼	1	1	0	0	1	1	1	42000.0	3520.0	28.0	0	4	5	45	0	1	47	0	0	-90
海淀区	写字楼	1	1	1	1	1	0	1	NULL	3520.0	18.0	1	0	1	15	0	1	16	0	0	-233
海淀区	写字楼	1	0	0	0	0	0	1	29000.0	10560.0	23.0	0	2	2	13	1	0	8	0	0	-49
朝阳区	纯住宅	1	1	1	0	0	0	0	32000.0	5250.0	26.0	2	3	3	5	1	0	24	0	0	-47
朝阳区	纯住宅	1	1	1	0	0	0	0	32000.0	6300.0	26.0	2	3	3	5	1	0	24	0	0	-47
朝阳区	写字楼	1	1	0	1	1	0	1	36000.0	3097.6	18.0	4	9	3	21	0	1	11	1	0	-109
海淀区	写字楼	0	1	1	1	0	0	0	NULL	3520.0	7.0	0	8	5	3	0	0	14	0	0	-75
朝阳区	写字楼	1	1	0	1	1	0	1	NULL	3520.0	9.0	1	0	1	44	0	0	29	2	0	-370
朝阳区	写字楼	1	1	1	1	0	0	1	33500.0	3520.0	25.0	2	6	1	18	1	2	7	2	0	-62
朝阳区	写字楼	1	1	0	0	0	0	1	41000.0	3520.0	16.0	2	0	1	2	0	0	19	0	0	-42
东城区	写字楼	1	0	1	0	0	0	0	NULL	3344.0	8.0	7	9	1	13	0	1	28	0	0	-169
海淀区	纯住宅	1	1	1	1	1	1	1	31500.0	2475.0	6.0	0	1	2	13	0	1	2	0	0	-8
朝阳区	商住两用	1	1	0	1	1	0	1	50000.0	2640.0	19.0	1	6	6	31	2	0	22	0	0	-60
西城区	写字楼	1	1	1	1	1	1	1	NULL	3520.0	23.0	1	2	2	46	0	0	22	1	0	-253
海淀区	纯住宅	1	1	1	1	1	0	1	52903.0	2289.0	18.0	2	6	2	11	0	0	42	0	2	-54
朝阳区	商住两用	1	0	0	0	0	0	1	42000.0	1293.6	13.0	0	0	3	184	0	0	10	1	0	-90
东城区	写字楼	0	1	1	1	1	0	0	45000.0	3414.4	27.0	7	9	1	13	0	1	28	0	0	-169
朝阳区	纯住宅	1	1	1	1	1	1	0	34500.0	4365.0	14.0	1	0	0	5	0	0	7	0	0	-47
西城区	写字楼	1	0	0	0	0	0	1	38000.0	10560.0	14.0	1	5	1	33	0	0	18	0	1	-56
丰台区	纯住宅	1	1	1	0	1	1	1	31123.0	910.0	26.0	0	0	0	5	0	0	8	3	0	-49
丰台区	写字楼	1	1	0	0	0	0	1	35000.0	14080.0	27.5	0	1	3	20	0	1	16	0	0	-19
朝阳区	写字楼	1	1	1	0	0	0	1	NULL	3520.0	28.0	0	4	0	5	0	0	125	1	1	-185
朝阳区	纯住宅	1	0	0	0	0	0	1	37000.0	2647.75	14.0	0	1	2	0	0	0	0	0	0	-77
朝阳区	纯住宅	1	0	0	0	0	0	1	37000.0	4016.25	14.0	0	1	2	0	0	0	0	0	0	-77
西城区	商住两用	1	0	0	0	0	0	1	38000.0	1320.0	16.0	1	1	4	17	0	1	10	0	0	-57
朝阳区	纯住宅	1	1	1	1	1	0	1	47303.0	2275.0	18.0	0	0	0	22	0	1	6	2	0	-80
朝阳区	纯住宅	1	1	1	0	0	0	0	43566.0	17500.0	23.0	0	0	1	91	0	3	21	1	0	-203
石景山	纯住宅	1	1	1	1	1	0	1	37000.0	1188.0	17.0	3	2	5	10	0	0	18	1	0	-24
朝阳区	纯住宅	1	1	0	0	1	0	1	38000.0	980.0	9.0	0	0	0	8	0	0	3	0	0	-7
石景山	纯住宅	1	1	1	1	1	0	1	37000.0	806.52	6.5	3	0	3	5	0	1	24	0	0	-38
丰台区	商住两用	1	1	1	0	0	0	1	42000.0	1320.0	24.0	0	1	1	0	0	0	0	0	0	-50
海淀区	纯住宅	1	1	1	1	1	1	0	68000.0	7000.0	6.0	1	3	3	19	0	1	19	0	0	-11
海淀区	酒店式公寓	1	1	0	0	1	0	1	49500.0	7365.6	16.5	1	13	3	84	0	1	28	0	4	-124
海淀区	写字楼	0	0	1	1	0	0	1	39860.0	3520.0	9.0	0	6	1	12	0	0	16	0	1	-75
朝阳区	纯住宅	0	1	0	1	1	1	0	NULL	1474.9	16.5	0	1	3	0	0	0	7	0	0	-78
丰台区	纯住宅	1	1	0	0	0	0	1	45000.0	4375.0	22.0	1	0	2	1	0	0	2	0	0	-46
朝阳区	商住两用	0	1	1	1	0	0	0	24000.0	2640.0	18.0	1	0	0	7	0	0	7	0	0	-32
东城区	写字楼	1	1	0	1	1	1	0	68000.0	3520.0	18.0	2	2	5	18	0	1	34	0	0	-202
朝阳区	商住两用	0	1	1	1	0	0	0	30000.0	3960.0	17.0	2	1	5	14	0	0	14	0	0	-102
朝阳区	纯住宅	0	0	0	0	0	0	1	42000.0	1400.0	18.0	1	0	3	35	0	1	12	1	0	-8
东城区	写字楼	0	1	0	1	1	0	0	NULL	3520.0	24.0	2	9	5	16	1	2	63	1	0	-177
西城区	写字楼	1	1	0	1	1	0	1	65000.0	3520.0	13.0	3	7	1	3	0	2	27	0	0	-364
东城区	商住两用	0	1	1	1	1	0	0	40000.0	5280.0	9.0	0	0	1	0	0	0	0	0	0	-36
海淀区	写字楼	1	1	0	0	0	0	1	NULL	3520.0	6.0	0	2	2	6	0	0	10	0	0	-81
西城区	写字楼	1	1	0	0	0	1	0	NULL	3520.0	5.0	1	2	4	30	0	1	19	1	0	-50
西城区	纯住宅	1	0	0	0	0	0	1	39000.0	350.0	15.0	0	3	1	11	0	0	13	0	0	-65
西城区	纯住宅	1	1	1	0	1	0	0	63000.0	1050.0	18.0	3	9	2	25	0	2	24	0	0	-47
东城区	纯住宅	1	0	0	0	0	0	1	41523.0	1050.0	18.0	13	27	1	6	8	0	169	0	0	-119
海淀区	写字楼	1	1	0	0	0	0	1	NULL	3097.6	4.0	0	0	0	1	0	1	0	0	0	-65
海淀区	写字楼	1	1	1	0	1	0	1	NULL	3520.0	13.0	8	0	3	2	0	0	7	0	0	-53
海淀区	商住两用	1	1	0	0	1	0	1	35000.0	3722.4	15.5	0	0	2	1	1	0	6	0	0	-49
海淀区	纯住宅	1	1	1	0	0	0	0	56000.0	700.0	20.0	0	2	1	16	0	0	7	0	2	-39
通州区	纯住宅	1	1	1	0	0	0	1	22187.0	1680.0	18.0	0	2	4	4	0	0	3	0	0	-26
朝阳区	纯住宅	1	1	1	1	1	0	0	40000.0	4200.0	32.0	18	5	2	9	0	0	23	0	0	-231
丰台区	商住两用	1	1	1	1	1	0	1	40648.0	17160.0	23.0	0	7	4	6	0	0	19	0	0	-45
海淀区	写字楼	1	1	1	1	1	0	0	33516.0	7040.0	7.0	1	0	0	1	0	0	12	0	0	-59
海淀区	写字楼	1	1	1	1	1	0	0	33516.0	3520.0	7.0	1	0	0	1	0	0	12	0	0	-59
海淀区	写字楼	1	1	1	1	1	0	1	50000.0	3520.0	7.0	0	0	1	9	0	1	2	1	0	-55
海淀区	写字楼	1	1	1	0	0	0	0	NULL	3520.0	4.0	0	2	1	15	0	2	19	1	0	-62
海淀区	商住两用	1	1	1	1	0	0	1	32000.0	8131.2	15.0	0	1	0	4	0	0	7	0	0	-42
朝阳区	写字楼	1	1	1	1	1	0	1	36000.0	3520.0	6.0	0	0	2	17	0	0	0	0	0	-69
东城区	写字楼	1	1	0	1	1	0	0	NULL	3520.0	13.0	7	9	1	13	0	1	28	0	0	-169
朝阳区	商住两用	1	1	1	1	1	0	1	65000.0	3960.0	21.0	6	0	0	23	2	0	2	0	0	-323
朝阳区	纯住宅	1	1	1	0	1	0	0	38000.0	1512.0	14.0	0	0	2	12	0	0	20	0	0	-41
朝阳区	写字楼	1	1	1	0	1	0	0	45000.0	7040.0	20.0	0	0	1	3	0	0	12	0	0	-64
海淀区	写字楼	1	1	1	1	1	1	0	NULL	3520.0	17.0	0	3	2	37	0	0	5	2	0	-40
朝阳区	纯住宅	1	0	0	0	0	0	1	48000.0	700.0	9.5	0	0	1	0	0	0	4	0	0	-7
朝阳区	纯住宅	1	0	0	0	0	0	1	35000.0	525.0	18.5	1	10	1	11	0	2	17	0	0	-67
海淀区	纯住宅	1	1	1	1	1	0	1	50000.0	3850.0	16.0	0	0	1	9	0	1	2	1	0	-55
海淀区	写字楼	1	1	1	1	1	1	0	NULL	3520.0	31.0	0	3	2	37	0	0	5	2	0	-40
海淀区	写字楼	1	1	1	1	1	1	1	33516.0	3520.0	7.0	1	0	0	1	0	0	12	0	0	-59
丰台区	纯住宅	1	1	1	0	1	0	1	38000.0	2790.48	23.0	0	0	1	5	0	0	6	0	1	-38
朝阳区	写字楼	1	1	0	1	1	0	0	47000.0	6758.4	15.5	6	20	6	52	0	0	58	0	1	-297
朝阳区	写字楼	1	1	0	0	0	1	1	NULL	3520.0	6.0	0	3	2	25	0	0	6	1	0	-55
朝阳区	写字楼	1	1	1	1	1	0	1	57000.0	3520.0	19.0	3	5	3	12	0	0	21	0	0	-142
海淀区	纯住宅	1	1	0	0	0	0	1	37000.0	21000.0	22.0	1	2	0	19	0	1	4	0	0	-13
西城区	纯住宅	1	1	1	1	1	1	0	70000.0	2376.5	12.0	3	0	3	25	0	0	9	0	0	-24
朝阳区	纯住宅	1	1	1	0	0	0	0	32000.0	910.0	27.0	2	3	3	5	1	0	24	0	0	-47
海淀区	写字楼	1	1	0	0	1	0	0	60000.0	3520.0	13.0	0	15	1	15	1	0	10	1	1	-137
朝阳区	商住两用	1	1	0	1	1	0	1	48725.0	5280.0	26.5	1	10	9	16	1	0	89	0	0	-99
东城区	纯住宅	1	1	1	1	1	1	0	60000.0	697.0	18.0	6	10	2	5	1	0	88	0	0	-269
朝阳区	纯住宅	1	1	1	1	1	0	1	50000.0	1568.0	24.0	0	9	2	62	0	0	33	0	0	-89
朝阳区	纯住宅	1	1	1	1	1	0	1	50000.0	2744.0	24.0	0	9	2	62	0	0	33	0	0	-89
朝阳区	纯住宅	1	0	0	0	0	0	1	50000.0	1960.0	24.0	0	9	2	62	0	0	33	0	0	-89
朝阳区	写字楼	1	1	1	1	1	1	0	NULL	7040.0	28.0	0	2	0	9	2	0	11	0	0	-204
朝阳区	写字楼	1	1	0	0	1	0	1	NULL	6899.2	32.0	0	6	2	55	0	1	57	0	0	-122
石景山	写字楼	1	1	1	1	1	1	1	NULL	7040.0	9.0	0	1	4	24	0	0	22	1	0	-17
朝阳区	写字楼	1	1	1	1	1	1	1	NULL	7040.0	29.0	4	1	0	9	0	0	6	0	0	-235
海淀区	纯住宅	1	0	0	0	0	0	1	54764.0	1295.0	18.0	1	0	2	4	0	0	6	0	0	-68
西城区	写字楼	1	1	1	1	1	1	1	NULL	3520.0	15.0	0	3	2	13	0	0	13	1	0	-32
海淀区	纯住宅	1	1	1	1	1	0	1	29195.0	5250.0	24.0	0	1	7	51	0	0	21	0	0	-61
海淀区	纯住宅	1	1	1	1	1	1	1	45000.0	4410.0	18.0	0	0	0	8	0	0	0	0	0	-31
朝阳区	商住两用	1	1	1	1	0	1	1	33819.0	3960.0	32.0	1	0	0	0	0	0	1	0	0	-51
朝阳区	商住两用	1	1	1	1	0	1	1	33819.0	2640.0	32.0	1	0	0	0	0	0	1	0	0	-51
海淀区	纯住宅	1	0	0	0	0	0	1	60000.0	2100.0	6.0	0	10	2	17	1	1	10	0	0	-23
丰台区	纯住宅	1	1	1	1	0	0	0	50000.0	525.0	16.0	0	0	0	3	0	0	1	0	0	-35
海淀区	商住两用	1	1	0	1	1	0	0	NULL	2640.0	29.0	0	2	0	7	0	0	2	0	0	-90
朝阳区	商住两用	1	1	1	1	1	1	1	64000.0	2640.0	32.0	5	39	1	55	0	0	53	0	0	-154
朝阳区	纯住宅	1	1	1	0	1	0	1	22372.0	900.9	15.0	3	0	1	17	0	1	23	0	3	-23
朝阳区	纯住宅	1	1	1	1	1	0	1	22372.0	864.5	20.0	2	1	1	14	0	2	27	0	3	-42
朝阳区	商住两用	1	0	0	1	0	0	1	51000.0	7603.2	24.5	2	0	2	0	0	0	7	0	0	-50
丰台区	纯住宅	1	0	0	0	0	0	1	28000.0	700.0	21.0	0	0	3	29	0	1	6	0	0	-33
海淀区	写字楼	1	1	1	1	1	1	1	NULL	3520.0	15.0	2	6	0	11	0	1	17	0	1	-99
朝阳区	纯住宅	1	1	1	1	1	0	1	50190.0	15435.0	15.0	0	5	4	11	1	0	70	0	0	-61
海淀区	纯住宅	1	1	1	1	1	0	1	51000.0	5824.0	28.0	0	5	4	11	1	0	70	0	0	-61
海淀区	纯住宅	1	1	1	1	1	1	1	30000.0	4200.0	18.0	0	0	0	8	0	1	0	0	0	-44
东城区	纯住宅	1	1	0	0	0	1	0	65000.0	700.0	16.0	1	6	5	68	0	2	12	3	0	-255
海淀区	酒店式公寓	1	1	1	1	1	1	1	40000.0	4752.0	18.0	0	1	0	20	0	0	5	0	0	-72
朝阳区	纯住宅	1	1	1	1	0	0	1	35000.0	3150.0	28.0	1	9	5	44	0	1	44	0	0	-74
海淀区	商住两用	1	0	0	0	0	0	1	30000.0	2640.0	11.5	5	2	0	0	0	0	2	0	1	-194
海淀区	写字楼	1	1	0	1	0	0	1	NULL	3520.0	16.5	1	4	3	13	0	0	28	0	0	-134
丰台区	纯住宅	1	1	1	1	1	1	1	42000.0	7875.0	21.0	0	7	4	6	0	0	19	0	0	-45
丰台区	商住两用	1	1	0	0	1	0	1	33000.0	3960.0	27.0	0	1	2	34	0	0	55	1	0	-103
海淀区	纯住宅	1	1	1	1	1	0	1	73334.0	3094.0	17.0	2	0	1	13	0	1	4	0	0	-53
朝阳区	商住两用	1	1	1	1	1	1	1	NULL	11880.0	15.0	2	21	0	38	0	1	137	1	0	-208
海淀区	纯住宅	0	0	0	0	0	1	0	38500.0	756.0	15.0	2	1	2	11	0	0	7	0	0	-44
海淀区	纯住宅	0	0	1	0	0	0	1	42000.0	336.0	16.0	2	5	1	11	2	1	41	0	0	-59
海淀区	商住两用	1	0	0	0	0	0	1	53000.0	7920.0	12.5	5	2	0	19	0	1	2	0	1	-119
西城区	纯住宅	1	0	0	0	0	0	0	37268.0	1820.0	19.0	0	0	1	2	0	0	13	0	0	-56
朝阳区	酒店式公寓	1	1	1	1	1	0	1	NULL	1320.0	5.5	27	2	3	0	0	0	2	0	0	-18
朝阳区	商住两用	1	1	1	1	1	1	1	63000.0	11880.0	26.0	0	10	5	41	0	0	52	1	0	-34
丰台区	纯住宅	1	1	1	1	0	0	1	42382.0	945.0	18.5	0	0	2	8	0	0	9	1	0	-7
朝阳区	酒店式公寓	1	1	1	1	1	0	1	52000.0	3960.0	25.0	3	10	3	123	0	0	11	0	0	-37
丰台区	酒店式公寓	1	1	1	1	1	0	1	48494.0	5280.0	16.5	0	0	0	5	0	0	2	0	0	-42
朝阳区	商住两用	1	1	1	1	1	1	1	45000.0	6600.0	21.0	0	2	3	34	0	0	17	1	1	-54
海淀区	其他	1	0	0	0	0	0	1	29500.0	1320.0	8.0	0	5	2	24	0	1	9	2	0	-74
海淀区	写字楼	1	0	0	0	0	0	1	NULL	3520.0	6.5	0	0	1	7	0	0	4	1	1	-143
朝阳区	纯住宅	1	1	1	1	1	1	1	50000.0	819.0	13.5	1	12	0	27	0	0	25	2	0	-42
朝阳区	写字楼	1	1	1	1	1	0	1	NULL	3520.0	27.0	0	0	1	91	0	3	21	1	0	-203
海淀区	纯住宅	1	0	0	0	0	0	1	38000.0	3990.0	7.0	0	8	2	19	0	1	22	0	0	-26
海淀区	纯住宅	1	0	0	0	0	0	1	38000.0	3486.0	14.0	0	8	2	19	0	1	22	0	0	-26
石景山	写字楼	1	1	1	1	1	1	0	28600.0	17600.0	28.0	1	2	6	28	0	1	24	1	0	-51
海淀区	写字楼	1	1	0	1	1	0	1	NULL	3520.0	24.0	1	5	1	16	0	0	24	0	3	-175
通州区	商住两用	1	0	0	0	0	0	1	28900.0	1320.0	22.0	0	0	0	0	0	0	0	0	0	-27
海淀区	纯住宅	1	1	1	1	1	1	1	56068.0	525.0	9.0	0	0	0	6	0	0	19	0	0	-96
朝阳区	商住两用	1	1	1	1	1	0	1	32800.0	1320.0	30.0	0	0	2	2	0	0	2	0	0	-75
西城区	纯住宅	1	1	1	1	1	1	0	67000.0	1680.0	15.0	2	2	5	25	2	0	12	0	0	-27
海淀区	纯住宅	1	1	1	1	1	0	1	39999.0	770.0	12.0	0	0	1	5	0	1	0	0	0	-24
东城区	纯住宅	1	1	1	1	1	0	1	56800.0	4200.0	13.5	0	2	0	7	0	0	2	0	0	-90
东城区	纯住宅	1	1	1	1	1	0	1	56800.0	5198.0	13.5	0	2	0	7	0	0	2	0	0	-90
西城区	写字楼	1	1	1	1	1	0	1	60000.0	3520.0	10.0	2	9	2	8	0	0	19	0	0	-241
朝阳区	纯住宅	1	0	0	0	0	0	1	50000.0	1750.0	20.0	0	3	1	5	0	0	3	1	0	-37
